IdOrden,puntaje,titulo,mensaje,review_positiva
147671,4,,,
159283,5,,,
153253,5,,,
106278,5,,Recibí mucho antes de la fecha límite.,1.0
154849,5,,Felicitaciones a las tiendas Lannister Me encantó comprar Internet Felicitaciones seguras y prácticas a todos los felices Pascua de Pascua,1.0
168004,1,,,
114847,5,,,
194814,5,,,
108876,5,,,
177136,4,recomiendo,"Aparato eficiente. En el sitio, la marca del dispositivo se imprime como 3desinfector y cuando llega con otro nombre ... actualice con la marca correcta ya que es el mismo dispositivo",1.0
142755,5,,,
141184,5,,,
155311,4,,"Pero un poco, bloquear ... porque el valor es bueno.
",1.0
164505,4,,,
107253,3,,,
178524,5,Super recomendación,"Vendedor confiable, producto OK y entrega antes de la fecha límite.",1.0
143910,2,,"Me gustaría saber lo que pasó, siempre recibí y esta compra ahora me decía",0.0
164347,5,,,
126084,3,,,
193926,1,Mi producto no llegó,Horrible,0.0
125052,4,,,
159022,5,,,
187356,5,Excelente,Nota 10 tienda,1.0
122789,5,,,
135738,5,,Gracias por el atento amim despedido,1.0
113288,5,,,
130348,4,,,
163482,5,,"La compra se realizó fácilmente.
La entrega se realizó mucho antes de la fecha límite.
El producto ya ha comenzado a usarse e incluso el presente,
sin problemas.",1.0
161784,5,,Reloj muy hermoso y barato.,1.0
136341,1,,No me gustó ! Compré gato por liebre,0.0
147690,5,,,
115721,5,,,
163048,1,,"Compre siempre a través de Internet y la entrega ocurre antes de la fecha límite acordada, que creo que es la fecha límite máxima. En Stark, el plazo máximo ya se ha agotado y no ha recibido el producto.",0.0
196753,5,,,
178475,4,Muy bien.,"Recibí exactamente lo que esperaba. Los otros pedidos de otros vendedores se retrasaron, pero llegaron a tiempo.",1.0
122761,5,,,
180609,5,Bien,"Recomiendo ,",1.0
162354,5,,muy buena,1.0
191968,5,¡Maravilloso!,"¡Estoy completamente enamorado, una tienda súper responsable y confiable!",1.0
104219,1,,No hay orden para llegar.,0.0
171967,2,,,
146302,1,,,
138452,5,,,
182290,5,Entrega perfecta,Muy bien. Muy buen aroma.,1.0
158757,5,,,
159795,4,,,
148992,5,,,
108719,5,,"El gran vendedor llegó antes de la fecha límite, me encantó el producto.",1.0
125088,5,,,
167896,5,,Proceso de compra tranquilo y eficiente.,1.0
108849,5,,Espero que dure porque es del cabello.,1.0
147393,1,,"Recibí solo 1 estilo de control de Midea de control.
Control remoto perdido para el cónsul de aire acondicionado",0.0
188389,5,,,
172525,5,Ótimo,,1.0
139635,5,,,
104209,5,,bien,1.0
173439,3,,,
128162,3,,,
176912,4,,,
188314,5,Muy hermoso,Muy hermoso,1.0
165416,5,,,
110857,5,,"Todo ocurrió como contratado siendo la entrega realizada antes de la fecha límite
 Estoy satisfecho
",1.0
168812,5,,"Me encantó, lo encontré hermoso, muy delicado, me encantó",1.0
154172,5,,,
166656,4,,"Gran tienda de asociación: ¡productos muy rápidos, bien empaquetados y de calidad! Solo el costo de la carga que era un poco agrio.",1.0
153812,5,,,
178037,5,,,
195283,5,¡Gran producto!,Recomiendo al vendedor ...,1.0
100117,1,,"El producto no llegó dentro del tiempo estipulado y causó inconvenientes, porque programé el viaje de vacaciones de mi hijo, según el tiempo. Vivo en Bahía y él solo en Cuiabá. Ahora la casa está vacía.",0.0
118096,5,,"Producto entregado según lo solicitado, y muy brevemente. ¡Felicidades!
",1.0
187297,3,,,
163342,5,,,
147810,4,,,
131440,3,,"Compré dos unidades y solo recibí una y ahora, ¿qué hago?",1.0
198980,5,,,
148374,3,,"Buen producto, pero lo que me vino no coincide con la foto del anuncio.",1.0
184487,1,,"Producto mucho más bajo, mal terminado.",0.0
115889,5,,,
182168,4,,,
182018,5,¡Siempre lo recomiendo!,¡La mochila Kit Cane Patrol es hermosa! ¡Mi nieto amará! ¡¡Gracias!!,1.0
118594,5,,Preguntarse,1.0
143253,5,,,
167341,5,,,
104923,4,,,
156543,5,,,
175586,5,,,
168920,5,,,
103734,3,,Entrega a tiempo,1.0
143490,5,,Cumplió lo prometido en la compra y con una entrega satisfactoria,1.0
155787,1,,Pedí reembolso y sin respuesta hasta ahora,0.0
175381,5,***** Recomiendo,Súper rápido.,1.0
156676,1,,,
164780,5,,,
190770,5,,,
152435,2,,,
117404,5,,,
137805,5,,,
114647,5,,,
162915,3,,,
128790,5,,,
133240,5,,"Satisfecho
",1.0
137433,4,,,
139548,4,,,
113505,5,,"son de parabenos ... siempre llega con mucha prioridad.

Muchas gracias....",1.0
192408,3,Não recebi o produto.,,1.0
182505,5,,,
166672,1,,,
174822,5,,,
176353,5,EXCELENTE,"Ok, lo recomiendo",1.0
150484,5,,,
146519,3,,"El producto ha llegado, pero mi PC no pudo reconocer los puertos USB.",1.0
142070,5,,"Producto de muy buena calidad, llegó antes de la fecha límite prometida",1.0
129769,5,,,
192255,5,,,
161133,5,,,
144128,1,,"Esta fue la solicitud
Cubo con 128 piezas - bloques de montaje 2 un - r $ 25,00 cada uno (no entregado)
Targaryen vendido y entregado
Eva alfombra nº letras 36 piezas niños 1 un - r $ 35,90 (esto fue",0.0
121804,5,,"Entrega muy rapida
Felicidades",1.0
130019,5,,,
143154,5,,,
130933,1,,Compré tres paquetes de cinco hojas de transferencia de papel a la tela oscura y solo recibí dos,0.0
183560,4,,,
139572,4,,"Solo faltaba un producto, recibí hoy, ¡gracias!
¡Todo cierto!

Atalotes

Elenicio.",1.0
131156,1,,,
187682,4,,,
117516,5,,,
193889,4,,,
122983,5,,,
146790,5,,"La bolsa térmica además hermosa es súper espaciosa. Producto Según el anuncio y la entrega súper rápida, entregada mucho antes de la fecha límite.",1.0
135841,2,,Tomó demasiado tiempo la entrega,0.0
142759,5,,,
130286,5,,Entrega súper rápida ... llegó antes de la fecha ...,1.0
148234,3,Entrega retrasada,La entrega se dividió en dos. No hubo una declaración de la tienda. Incluso pensé que solo habían enviado parte del producto.,1.0
125047,1,,No funciona no hace tiempo,0.0
100200,5,,Recomiendo a todos los clientes,1.0
127573,4,,,
124524,3,,me gustó,1.0
113183,5,,,
167761,5,,,
198490,3,,,
149487,3,,,
164312,5,,,
158555,5,,,
165370,5,,EXCELENTE,1.0
111172,5,,"Realmente me gustó el juego de baño. El estampado florido, el bordado, todo muy hermoso. Gran producto.",1.0
110652,4,,,
121062,1,,"Solo llegó una pieza, pero en la nota y la garantía hay joyas.",0.0
175830,5,,,
133567,3,,,
118270,4,,,
146970,1,,No recibí el producto y está en el sistema que recibí además de pagar el querido flete,0.0
162297,1,,"Compré el reloj, Unisex y envié un reloj de mujer, mucho más pequeño que las especificaciones de AD.",0.0
158938,5,,Siempre compro en lannister.pra me es la mejor tienda en línea,1.0
100537,5,,Producto de excelente calidad,1.0
128743,5,,,
183498,1,,,
170914,5,,,
125583,2,,,
143908,5,,,
143040,4,,,
123528,5,,Gran costo-beneficio,1.0
132882,5,,DE ACUERDO,1.0
136152,5,,,
140718,3,,,
166829,5,muy buena,Me gustó la atención con la entrega,1.0
191722,5,,,
196796,5,,,
170574,4,4," Si fuera el vidrio se hubiera roto; Entró en la caja sin ninguna protección en el interior, la caja estaba muy puré. Lo siento .. pero me gusta comprarte
.",1.0
174346,1,Promedio,La pieza no sirvió,0.0
158780,1,,Compré el producto el 25 de febrero y hoy Marzo 29 no había sido entregado a mi residencia. No sé si la oficina de correos de este Brasil es mala o fue la tienda en sí la que tardó el tiempo en publicar.,0.0
101302,1,,"Hice mi compra hace 30 días y aún no he recibido mi producto.
Necesitas mejorar las entregas",0.0
195762,5,fecha límite,"Espero recibir esta semana, lo que no sería tan extravagante, pero ... más tarde que eso me haría renunciar a Baratheon.",1.0
183713,3,,,
116893,5,,,
169791,5,,,
111684,5,,"Entregado a tiempo, estaba contento con la compra que hice",1.0
156767,5,,,
115422,4,,,
174234,5,,,
110879,5,,Hermoso reloj me encantó,1.0
173906,5,,,
157486,3,,"Compré dos candelabros pendientes, con su compañero Targaryen y solo me envié una lámpara de araña. Abrí una queja, pero aún no he recibido una respuesta. Espero la solución de las tiendas Lannister.",1.0
163338,5,,,
187428,3,,,
186469,4,,,
179874,4,,,
185127,5,Super producto,Muy buena calidad de alta calidad!,1.0
106476,1,,,
199077,4,,,
167036,5,,"Hermoso producto, entrega bien valorado y a tiempo. ¡Recomiendo!",1.0
154433,5,,Muy bien,1.0
177770,1,Falta de productos y roturas,Perdido 1 producto y aquellos que recibí 1 vino roto,0.0
185716,5,Super recomendación,"¡Ha llegado a tiempo y el producto es de excelente calidad! El dolor de espalda ha terminado, ¡estoy durmiendo muy bien!",1.0
119475,4,,,
189785,4,,,
127852,4,,,
150839,5,,,
122911,3,,,
184927,1,Aún no recibido,Aquí se describe como entregado solo que hasta ahora no he recibido,0.0
100069,5,,"Creo que rastrear el producto debería ser mejor y más preciso, pero en general fue una gran experiencia.",1.0
132636,5,,Aún no he tenido la oportunidad de probar,1.0
159521,5,,,
171322,3,recomiendo,Empecé a usar ahora,1.0
138418,5,,,
164091,5,,,
109917,5,,Nada que declarar,1.0
106054,4,,,
101809,5,,,
173164,3,NOTA 3,"Compre un producto correcto en la portada pero es interno de otro. ???????
",1.0
166266,5,,,
161395,5,,,
137716,3,,Entrega súper rápida,1.0
178787,5,,,
177443,3,Suspenso,Hice una solicitud de 4 botellas de aceite de oliva. Eran 2 en un día y los otros 2 casi 48 horas después.,1.0
159091,5,,"El producto llegó muy rápido y de buena calidad, recomiendo el producto.",1.0
148837,3,,,
127236,5,,,
187928,5,,,
192211,1,,,
149816,3,,,
187171,5,,,
175513,5,Entrega antes do previsto,,1.0
139050,1,,"¡No puedo! ¡Estoy esperando la llegada del producto que compré! Tan pronto como esto suceda, ¡me formará mi opinión!",0.0
151291,1,,,
107010,1,,Compré dos productos y recibí solo uno. Envié dos correos electrónicos a la tienda y no tuve retorno. Estoy insatisfecho.,0.0
109872,5,,,
182619,5,Recomendo,,1.0
119314,5,,,
150029,3,,No recomendaría esta tienda o tengo la intención de volver a comprarla. Los productos fueron entregados después de la fecha límite y casi 1 mes después de la compra. En el sitio web de Lannister generalmente llegan antes de la fecha límite. Me sorprendió mucho,1.0
197045,5,Arriba,recomiendo,1.0
155066,4,,Conocí mis expectativas.,1.0
121636,5,,Entrega antes de la fecha límite. Producto muy práctico y fácil de manejar.,1.0
194008,4,,,
186574,5,,,
144146,3,,,
129290,4,,,
169125,5,,"Un gran producto simplemente no fue manual, pero no hay problema.",1.0
168787,4,,"Una de las piezas no encajaba, estaba en un diámetro diferente. Tuve que ver y martillo para poder encajar y encajar.
De lo contrario, todo bien.",1.0
150655,5,,Excelente producto.,1.0
122661,5,,Todo cierto,1.0
100013,1,,"Retraso en la entrega, odié el servicio y nunca vuelva a comprar. Baratheon Cuando vendí por sí mismos era mucho mejor!",0.0
193829,5,,Producto muy bueno,1.0
160559,1,,Mi producto no ha llegado ... según la proyección se detiene en Ribeirão Preto sp ...,0.0
190808,1,,Producto defectuoso en la primera vez de uso.,0.0
110924,5,,,
186119,5,presentacion de producto,Super Recomendar Producto profesional de calidad,1.0
156761,1,,Hasta ahora no he recibido el producto.,0.0
194807,5,,,
189919,5,,,
197699,1,, La tienda anuncia un producto y ofrece otro.,0.0
196079,5,Super recanto,Muy bien y rápido cuando vi que ya había llegado,1.0
151264,5,,,
134663,5,,El producto llegó muy bien,1.0
127379,5,,excelente,1.0
181708,3,Cometido en la caja acústica,"Aunque se entregó rápidamente, reemplazaron la caja de meteoritos con la caja nacida. Cuando intenté quejarme en Lannister, el sistema está fuera del aire. La guitarra y los accesorios eran correctos.",1.0
138126,5,,Muy satisfecho,1.0
122890,4,,Felicitaciones a la tienda y al revendedor a pesar de tomar un tiempo,1.0
113088,5,,,
170458,5,Gran compra,Entregado a tiempo y con un buen período de validez.,1.0
146074,5,,"El juego de toallas es más hermoso que en la imagen, me encantó.",1.0
160288,1,,El producto se entregó con una de las manijas con problemas (falta 1 Pin faltante),0.0
157314,5,,,
134042,2,,,
153838,2,,"El 14/02 estaba programado para entregar el pedido y en la detección marcó que el producto ya había sido entregado en la fecha, pero de hecho no se entregó. El producto solo se entregó el 28/02.",0.0
110937,2,,La tienda más allá del envío es muy costosa. El producto tarda casi 30 días hábiles para llegar a su hogar,0.0
182560,5,,,
154405,5,,,
168680,5,,,
112428,1,,"Recibí muy rápido, pero vino otro producto, no lo que pedí, el modelo fue diferente, el color, fue un caso que no tiene cremallera, finalmente, no lo recomiendo.",0.0
150509,5,,,
196645,5,,,
104053,5,,,
198593,5,,,
110969,5,,Siempre lo compré en Stark y estoy satisfecho.,1.0
135442,5,,Hice la compra por mesa y gracias a Dios todo funcionó en que puedo estar muy agradecido puede confiar.,1.0
128343,4,,,
119131,4,,,
192783,1,Horrible,"Cancelé mi compra un día antes de la entrega, llamé a Lannister y los asistentes no sabían lo que estaba pasando, un desastre, ahora estoy esperando ver si se le cobrará",0.0
171396,5,,,
155795,5,,,
179444,5,Super recomendación,Producto de calidad y eficiencia en la entrega. Recibí mucho antes de lo acordado. recomiendo,1.0
181138,5,,,
190162,5,Muy bien.,El buen producto se produjo dentro de la fecha límite que llegó en 08 días deben ser felicitados.,1.0
180043,5,,,
184263,5,,,
179220,5,,,
167762,5,,,
142438,5,,,
192846,4,,,
115629,5,,"Todo está bien, Baratheon siempre responsable con sus entregas.",1.0
159477,5,,,
113714,1,,,
175294,5,,,
114016,1,,El acabado que estaba en la imagen fue hermoso que llegó fue un sintético feo con un aletable completamente desconcertado que no me gustó,0.0
135911,5,,,
153476,4,,,
158216,3,,,
150051,1,,"Y muy desordenado compró tres productos, pero no llegó el día en que Sertões llegó por separado y en una fecha separada",0.0
124851,5,,A,1.0
193134,5,excelente,entrega rápida,1.0
175271,4,,,
108475,4,,fue bueno,1.0
154361,5,,Mercancía derecha entregada dentro de la fecha límite acordada. Agradecido,1.0
142898,3,,,
135440,1,,", Muy malo !",0.0
107419,1,,,
150511,1,,Ha pasado los días esperados.,0.0
170868,5,,,
143747,5,,,
138198,4,,,
141884,5,,,
182588,4,,,
163647,3,,Al comprar el que entendí que recibiría 2 botellas de 60 cápsulas (cada una) y no 2 frascos con 60 cápsulas en total. Simplemente no lo devolveré porque necesito el producto.,1.0
116507,4,,,
195489,5,,Entrega mucho antes de la fecha límite perfecta !!,1.0
179529,5,10,¿Cada vez que compro más estoy satisfecho con la honestidad con sus clientes?,1.0
145003,5,,,
148751,5,,,
162638,3,,,
169533,1,,,
128797,5,,entrega muy rápida y es bueno comprar contigo,1.0
171093,1,,Producto No recomiendo no leer en ningún dispositivo,0.0
109246,4,,"Entrega súper rápida, ¡felicidades!",1.0
156054,5,,,
193179,5,,,
194435,4,recomiendo,Todo rápido y eficiente.,1.0
139351,4,,,
127195,4,,,
173933,5,Muy bien,Maravillosa crema y entrega súper rápida,1.0
167387,5,,,
124086,5,,,
157811,1,,"Tratando de cancelar el producto desde antes de que se emita la factura. No me advirtieron que estaba por correo, no tenía respuesta de la cancelación y no puedo regresar.",0.0
161974,4,,"Llegó hoy
sin comentarios",1.0
197487,1,Lamenetable ...,"Buenas noches

Es lamentable, esta tienda que tantas compras ya he realizado y hoy no me doy una satisfacción de un reloj en la importancia de 50.00 reais ... un producto defectuoso y hasta ahora no me ha dado regreso",0.0
195581,5,,,
131776,5,,,
138659,5,,¡Muy bien! ¡Lo que esperaba!,1.0
174026,2,¡Mala calidad!,La cubierta protectora no es exactamente lo que esperaba que se desearan en el tipo de material y la calidad.,0.0
133947,3,,,
141341,3,,,
151392,5,,,
122577,5,,,
187102,3,Insatisfecho,"En el sitio, el producto parece tener una mejor calidad de material y acabado.",1.0
133862,5,,,
168243,5,,,
156389,5,,,
190640,5,mega recomendación,"Recibí mi producto correctamente y a tiempo, revisando en la caja todo es correcto, pero no he configurado. Hermoso producto, color perfecto, nos encanta.
Super Recomendar.",1.0
143543,3,,"El embalaje que quedaba por desear, el producto estaba por estrechamente dañado, la caja estaba arrugada.",1.0
186275,5,EXCELENTE PRODUCTO,Felicitaciones. Producto entregado mucho antes de la fecha límite.,1.0
107604,5,,Recomiendo.,1.0
156078,3,,Los cables y el manual se perdieron,1.0
129857,5,,,
106485,1,,,
150709,5,,,
146911,4,,,
122643,5,,Great llegó mucho antes de la fecha límite.,1.0
115288,5,,,
107911,3,,,
102918,5,,,
127360,5,,Entregado dentro del muy buen tiempo de producto.,1.0
160564,5,,,
117282,5,,,
103710,2,,"El producto estaba lleno de papel marrón solo en el embalaje y enviado por la oficina de correos. Por supuesto, el empaque ha llegado amasado y solo Dios sabe si el producto funciona o no, aún no lo he probado.",0.0
120539,4,,,
115449,5,,Creo que deberían enviar por Sedex en lugar de PAC,1.0
157409,1,,"La última vez que lo compre porque hoy hará 1 mes que hice para comprar y nada, y si lleva tiempo entregar, buscaré mis derechos contra las tiendas Lannister y Targaryen.",0.0
115636,5,,,
119265,5,,,
197705,5,,,
125069,5,,,
162248,5,,Hermosa ... solo las instrucciones perdidas para el cambio de pulseras.,1.0
173897,4,,,
103223,5,,,
165941,5,,"Producto exactamente como se describe.
¡Llegó mucho antes de la fecha límite!",1.0
146628,4,,,
182104,5,,,
174872,5,,,
145164,5,,,
183104,5,,,
123938,5,,,
117146,5,,"El producto llegó mucho antes de la fecha límite, ¡me encantó el servicio! Super recomendación",1.0
126219,1,,"No me gustó el producto, el material de mala calidad.",0.0
145735,1,,"De los dos productos comprados, ¡solo uno fue entregado!",0.0
148419,1,,"No compro más en Lannister. Si eres el compañero de Lannister o no, este Targaryen nunca volverá a usar. Cuando leí que es de esta compañía que ejecuto. Un absurdo. Casi un mes para entregar. Extra.com ok",0.0
103842,3,,Recibí el producto correctamente,1.0
124401,5,,,
185685,5,,,
183013,5,,,
129441,5,,,
116918,5,,,
159209,5,,"Recibí el producto dentro de la fecha límite informada, aún no lo he usado.",1.0
184307,5,,,
173031,4,recomiendo,"La orden llegó antes de lo acordado, muy bueno.",1.0
122603,4,,Producto entregado como se anunció.,1.0
152294,5,,,
164966,3,Sin entrega de productos,¡Recibe solo 01 parte del producto! ¡Necesito las 2 piezas restantes!,1.0
131926,5,,Almacenar 10,1.0
112847,4,,"La guitarra que compré es hermosa, pero el color de la pegatina no verifica con la foto de la Ley de compra, pero tomé.",1.0
148594,4,,,
144446,1,,Ni hicieron la factura,0.0
158880,5,,"¡Llegó antes de la fecha límite!
¡Producto excelente!",1.0
135160,5,,,
173153,5,,,
123132,5,,,
194051,5,,,
185076,4,recomiendo,Trabajo con profesionalismo de las tiendas Lannister. Indico seguro,1.0
190707,5,,,
145833,5,,,
104448,3,,,
129678,1,,"El reproductor de MP3 no funciona, incluso cambiando la pila varias veces. Tuve que regresar.",0.0
120013,5,,¡Super recomienda el producto que es muy bueno!,1.0
127719,5,,"Muy buena capacitación, una de las mejores del mercado, si no la mejor.",1.0
114156,4,," La tienda publicó el producto y medió el correo tomó un tiempo
",1.0
109559,5,,"Siempre compro en Stark y siempre estoy bien atendido, un sitio eficiente y productos de gran calidad, ¡recomiendo a todos que compren con los ojos cerrados!",1.0
123625,4,,Muy bien desde que compre la entrega TD correcto y rápido,1.0
191149,5,Papel de mezcla de preses,¡Todo bien!,1.0
175108,5,,,
194876,3,,,
100385,1,,,
135432,5,,,
140309,1,,Targaryen no es confiable no entregó mi compra y puso el seguimiento del pedido que se entregó el 14/12/17 Compañía falsa. Quiero recibir mis productos que se pagaron con Bankari Ticket,0.0
123796,5,,Entrega de productos y calidad como se esperaba.,1.0
161732,5,,"Excelente, recomiendo",1.0
146869,3,,"La bolsa es muy hermosa por fuera
Pero por dentro no hay forro
Y es muy frágil
",1.0
186751,1,,,
168007,5,,,
193205,4,,,
177606,1,Producto pirata!,"¡Cuando instalé el cartucho de tinta, mi impresora indicó que estaba vacía y presentó el mensaje de error! ""En el marcador de nivel de tinta. Ya solicité el intercambio"".",0.0
166581,4,,"Muy bien, recomiendo el producto.",1.0
107167,5,,,
189071,5,,,
172177,5,producto débil,"En cuanto al sitio, no tengo nada que cuestionar! Siempre cumpla súper combinado ... ¡siempre lo recomiendo! Pero el producto es débil ...",1.0
173613,4,,,
107752,4,,Bien en todos los aspectos,1.0
160513,4,,,
152468,3,,,
125594,5,,,
189021,3,,,
102271,3,,,
146404,5,,,
178063,4,,,
168245,5,,Hasta el día de hoy estoy satisfecho con sbmarino,1.0
134474,5,,,
126340,5,,,
117954,1,,Las dos cubiertas de cuero compradas no fueron entregadas. Solo uno de ellos. Espero el regreso del dinero o la entrega de la segunda portada.,0.0
126647,5,,,
140900,5,,¡Me gustó!,1.0
167793,4,,,
184500,5,,,
131398,3,,,
144266,5,,,
136749,5,,,
104873,5,,,
168012,5,,,
117882,5,,,
171329,5,,,
186272,3,Nota 8,"Estaba feliz con. La tela, pero creo que faltaba la hoja de arriba para estar completa, espero que pronto se lance.",1.0
158738,5,,Llegó antes de que la fecha límite sea la cabecera es hermosa.,1.0
185011,4,,,
178269,5,,,
110093,3,,"Hubo cierta confusión entre el vendedor y Stark, ya que recibí un correo electrónico de Stark pidiendo la cancelación del producto por cualquier entrega imprevista; Lo negué y recibí el producto días después.",1.0
178983,3,,,
124494,4,,,
159896,5,,,
146755,5,,10,1.0
111805,5,,"Me gustó que el producto llegó en el momento adecuado, los vendedores deben ser felicitados.",1.0
112381,3,,,
155483,4,,,
145521,5,,Recepción excelente,1.0
106718,4,,me gustó,1.0
152045,5,,,
162648,5,,,
109397,1,,El 19 de mayo usé y el mango se rompió sin mucho peso,0.0
150037,5,,Toalla del mejor campeón de Brasil maravilloso,1.0
170506,5,,"La entrega se realizó mucho antes de esperarse.
Buen producto ... estoy satisfecho",1.0
195387,1,,,
108114,5,,,
169531,5,,,
145276,5,,"Hasta ahora está bien, estoy esperando la entrega del producto",1.0
117862,5,,,
187789,5,¡Todo cierto!,"La compra ocurrió como se esperaba, desde el pedido hasta la recepción del producto. Muy bien a la derecha.",1.0
193324,5,,,
193987,5,,,
191848,5,,,
146806,5,,"El producto fue entregado antes de la fecha límite.
",1.0
120476,4,,,
165020,4,,,
104192,4,,"Realmente me gustó que el producto fuera exactamente la boque que esperaba, entrega a tiempo, felicidades recomiendo la tienda.",1.0
131167,5,,,
104944,2,,Compré el producto negro y llegué en rojo.,0.0
178935,5,,,
108644,5,,,
196125,5,,,
147724,5,,"Esta es la segunda vez que compro en esta tienda, entrega rápida súper eficiente y antes de la fecha límite contratada, producto bien empacado, nota 10
Muchas gracias",1.0
183030,4,recomiendo,"excelente
",1.0
151870,4,,,
172502,5,Ótimo ,,1.0
196963,2,,Pensé que la mochila era un material más resistente.,0.0
169584,5,,,
138020,2,,,
154686,1,,"Compré un producto y vino otro.
Envié MSG informando el error pero no recibí respuesta.
Gracias",0.0
125871,1,,,
157798,1,,¡El producto tarda mucho en llegar!,0.0
169121,4,,,
102535,1,,,
181876,5,,,
159329,3,,"Solo recibimos un reloj

Atalotes
",1.0
162739,5,,,
167999,5,,,
106909,3,,,
120949,5,,,
102288,1,,,
105868,5,,"Entrega rápida, producto como se esperaba",1.0
175380,5,Excelente,Todo como se anunció ... gran producto ...,1.0
158304,3,,"Producto de buena calidad, exactamente como se anunció, y el bajo precio es una atracción adicional.",1.0
138623,1,,Solo se entregó una unidad en lugar de dos.,0.0
