IdOrden,puntaje,titulo,mensaje,review_positiva
107490,4,," Me encantó el producto ;; Recibí antes de la fecha límite acordada, fue muy hermosa",1.0
105775,5,,,
172160,5,¡¡perfecto!!,Muy satisfecho.,1.0
184388,4,Lol mascota,Excelente producto pero demasiado caro !!!,1.0
155620,5,,,
141778,5,,"Excelentes productos, entrega rápida.
Super Recomendar !!!",1.0
188692,4,bom,,1.0
146327,2,,"sí, recibí más con defectos, los accesorios son dos iguales y no cierran
",0.0
158105,4,,,
145455,5,,,
140123,1,,Todavía no recibí,0.0
197720,5,Excelente,Tuve un excelente después de las ventas a través del Sr. Renato,1.0
191183,5,,,
159906,5,,"Realmente me gustó el producto, la entrega llegó antes de la fecha límite. Lo recomiendo, está bien equipado en el teléfono, no toma la elegancia del dispositivo, como otras cubiertas que lo hacen monstruoso con el tamaño.",1.0
172697,5,1000000,Muy bien,1.0
124685,1,,"Hasta ahora no he recibido este dispositivo para una pregunta de salud, por lo que no recomiendo esta tienda.",0.0
176848,5,,,
139182,4,,,
123423,5,,"Recomiendo a todos. Producto de gran calidad, entregado sin problemas.",1.0
134643,5,,,
188849,5,Gran costo x beneficio,El producto llegó a tiempo. Llegó como se describe y es excelente.,1.0
144013,5,,,
117802,4,,"¡El producto llegó antes de la fecha límite, y me gustó mucho! ¡Ahora mi hijo de 3 años disfrutará el máximo!",1.0
159646,1,,"Me gustaría saber cuándo llegará mi producto.
Debido a que la fecha de entrega programada ha pasado, ¡me gustaría una respuesta que estoy esperando!",0.0
101213,4,,Nota 10 tienda,1.0
134600,5,,,
104167,5,,Felicidades. Lo recibí antes de la fecha límite. Todo correcto como fue acordado.,1.0
168092,1,,"El producto entregado difiere del pedido
¡Es un producto inferior!
¡Me gustaría que se resuelva el problema!
¡No estoy satisfecho con el procedimiento!",0.0
177202,5,Bien,¡Muy bueno!,1.0
143690,2,,"Compré el producto, pagado en el boleto y solo recibí la mitad del producto, anuncié que una cosa se envía otra. Muy insatisfecho 😡😡😡",0.0
112578,5,,Entrega antes de la fecha límite de productos muy bien mantenida.,1.0
114300,5,,Producto de gran calidad. ¡Me gustó!,1.0
108628,5,,,
116809,5,,,
193644,5,Excelente producto y entrega,"A pesar de la demora en la emisión de la factura, después de que se emitió la entrega fue rápida y el producto llegó bien empaquetado. Recomiendo.",1.0
107764,5,,,
158989,2,,Compré el día del producto a principios de marzo y no recibí a tiempo apertura a un protocolo para resolver mi situación.,0.0
168159,1,,"No recibí el producto, así como ningún contacto del.",0.0
115167,5,,,
187627,4,,,
117869,1,,Ni siquiera me muevo :(,0.0
167813,5,,nota 10,1.0
144015,3,,Esperando el instalador,1.0
126668,2,,"Compré un producto para ser entregado por esta tienda.
Y aún no lo he recibido
Porque la fecha de entrega ya ha pasado",0.0
147727,5,,Gran servicio,1.0
120137,4,,"Gran compra. Gran producto. Solo me perdí una declaración entre la compra y la llegada del producto, solo contacto. Pero gracias.",1.0
147572,1,,"Llegó de acuerdo con las ventas posteriores, las ventas posteriores no respondieron ninguna de mis preguntas",0.0
148319,5,,,
171591,5,,,
140387,1,,"Compré dos mochilas, recibí solo una, ¡llegará la Navidad y hasta ahora nada!",0.0
160013,4,,,
156730,5,,Perfecto,1.0
150500,3,,"El precio fue excelente, el tiempo de entrega que es largo (más de 1 mes para entregar). Compré 2 cartuchos y entregué solo 1, me quejé y envié al otro dentro del tiempo de entrega.",1.0
108688,5,,,
193026,1,,,
193050,5,OK PRODUCTO,"La fecha límite se extendió, pero se entregó dentro del período publicado en la publicidad. Silla según la foto, viene para ensamblar, más fácil y más hermosa",1.0
177402,5,Excelente,"¡¡Simplemente hermoso!!
¡Me encantó el producto!
Tamaño perfecto !!
¡Compré varios productos, he estado comprando en Baratheon durante años!",1.0
126408,5,,,
175290,5,,,
164137,4,,¡MUY BIEN! Llegué a tiempo.,1.0
167103,5,,,
163408,5,,"Gran, precio, entregado antes de la fecha límite y el producto de la gran calidad.
",1.0
142640,2,,"Compré un reloj de regalo de Navidad para mi hijo y hasta ahora no ha llegado. Envié mensajes y en la última conversación el reloj llegaría ayer, pero no recibí nada.",0.0
167216,5,,,
177289,5,,,
142931,5,,Solo pude entregar fin de año más rápido,1.0
165519,5,,,
138660,5,,"Gran venta, todo perfecto.",1.0
186938,4,5,,1.0
171092,5,,,
182257,5,,,
122341,3,,,
193993,5,,,
123657,5,,,
192456,5,,,
129866,5,,,
153924,5,,Producto de gran calidad !! Llegó antes del tiempo esperado. Amado <3,1.0
185818,5,,,
103955,5,,"¡Llegó bien, envío rápido!",1.0
147692,5,,,
171622,5,,Estoy muy satisfecho con mi compra y la recepción del producto; ¡dentro del plazo!,1.0
174577,5,,,
138099,3,,"Hasta ahora no he recibido nada, la colcha estaba programada para el día anterior a ayer (18/12) y hasta ahora nada",1.0
187689,4,4,,1.0
109592,1,,"Los pinceles llegaron arrugados, no coincide con algunas fotos, pero coincide con la descripción. Son débiles, no se ajusten al caso y una venida genial",0.0
131411,5,,¡Producto correspondiente a mis expectativas! ¡Fue entregado antes de la fecha límite establecida!,1.0
112751,1,,,
154041,5,,,
181401,4,,,
142114,4,,Indico que la tienda siempre compra en Lannister.,1.0
100644,3,,,
169554,1,,"El producto fue diferente de los espectáculos de Q en la foto, no es lujo ni acolchado como decía.",0.0
155840,3,,,
129223,5,,,
128059,5,,"Todo era normal, al igual que una compra de Internet. Gracias.",1.0
146572,5,,,
158950,5,,,
172272,4,Recomiendo a todos.,Buena compra.,1.0
182243,4,,,
156009,4,,,
177614,5,,,
169887,4,,"El producto llegó a tiempo. Cumple con el beneficio de costos, pero la bolsa no está forrada y el mango es de plástico. Estoy satisfecho.",1.0
199060,3,,,
196489,5,Super recomendado,Estoy completamente satisfecho con mi adquisición. Y recomendarlo. Lo único con lo que no estoy de acuerdo es el costo de envío. Autor.,1.0
168581,1,,,
130447,3,,Compré 02 solo enviado 01,1.0
120012,5,,,
124399,2,,"Parece que mantiene bien la comida sin marchitar (papas fritas), pero la tapa es extraña, parece que no se cierra. Y el acero inoxidable del Tam es feo.",0.0
154611,5,,,
120715,1,,"Estoy esperando una respuesta a este día, sobre mis productos, me han pagado y no los he recibido, había 03 iguales y necesito hablar con personas y no máquina o grabaciones.",0.0
182717,5,,,
116472,1,,,
130394,5,,,
198375,5,Super recomendación,Entrega y producto perfecto!,1.0
114177,4,,,
101976,5,,Felicitaciones 😤 por el servicio de excelente calidad.,1.0
197356,5,Excelente Loja,,1.0
186675,5,,,
137241,4,,Producto entregado por adelantado.,1.0
151805,5,,,
115227,5,,"Me gustó comprar, recibí el producto antes de la fecha límite y la buena calidad. Recomiendo.",1.0
102615,5,,,
109391,3,,,
102465,5,,"Super recomienda, Stark siempre llegue antes del pronóstico DTA = D",1.0
162362,4,,La oficina de correos no entregó,1.0
124630,4,,,
100194,4,,"Entrega hecha a tiempo y producto en perfectas condiciones
Felicitaciones al equipo",1.0
132579,3,,aún no recibí el producto,1.0
125004,1,,"Me gustaría recibir los productos correctos, intenté hacer el intercambio de la devolución del dinero en la tarjeta, pero el sitio web de Lannister no permite que se realice.",0.0
190018,5,Super satisfecho.,"Producto perfecto, entrega rápida. Estoy muy satisfecho. 👏🏽",1.0
185905,5,,,
101040,1,,"Mi producto fue defectuoso, regresé como informado. Post -Post como se indica. Y hasta el día de hoy no he recibido ninguna notificación de la compañía con respecto al regreso y el análisis para tener mi",0.0
164715,5,,La solicitud llegó antes de la fecha límite. Gracias.,1.0
167412,1,,Solo recibimos 1 cartucho que ya hemos abierto quejas en el sitio y aún no hemos recibido una respuesta.,0.0
141551,5,,,
124143,4,,"Producto de alta calidad. Descripción Hace con el producto
Entregado en el momento adecuado.
Recomiendo.",1.0
109242,1,,La mesa llegó todo arrugado y golpeado.,0.0
117418,2,,"A tiempo a tiempo, podrían acelerar como en mi otro producto que se entregó en 2 días.",0.0
157511,5,,,
114381,5,,,
102418,1,,,
123568,5,,El reloj es hermoso y la entrega fue muy rápida. ¡Recomiendo!,1.0
190082,4,,,
132274,5,,,
150238,5,,,
176671,5,,"¡Me gustó! Pequeño, fácil de usar, no se rasca y limpia la piel. Recomiendo",1.0
118661,1,,,
176632,5,Super recomendación,"Como siempre, excelente servicio.",1.0
172066,5,,,
131640,1,,Hasta ahora no recibo el producto,0.0
125912,5,,,
104047,4,,"Como siempre, Lannister ofrece correcto",1.0
107986,5,,,
148932,5,,,
149626,5,,"¡Producto perfecto, llegó antes de la fecha límite!",1.0
101876,5,,,
191662,5,El producto es muy bueno,"Muy bien el producto, mejor de lo esperado y se entregó a tiempo, realmente me gustó.",1.0
120159,1,,Muy buen producto y precio cobrado!,0.0
134586,5,,,
126443,5,,SDDS,1.0
154330,5,,Muy buen producto.,1.0
118543,4,,,
196036,5,ótimo,,1.0
180192,5,,,
112998,5,,,
168674,5,,La entrega a tiempo es importante.,1.0
180739,5,10,"Realmente me gustó, el objeto vino al mismo tiempo comprado, ya compré en otras tiendas y vino otro color ñ al que le gustó. Con Lannister todo está bien.",1.0
178183,5,,,
151416,3,,"El dispositivo ha llegado con defecto, no presenta todas las funciones en la pantalla digital.",1.0
153962,5,,,
182617,2,producto incorrecto,El producto no está en las medidas correctas indicadas en la oferta. Tendré que llamarte para intercambiar,0.0
163115,1,,Esperando un retorno urgente.,0.0
150485,4,,,
134918,1,,"Producto más que el momento de entregar, trato de resolver el problema con la compañía y no puedo hablar con nadie. Todo lo que hacen es pasarme para quejarme en un sistema que no funciona.",0.0
153006,5,,,
170596,3,,Solo recibí un producto. Se informa que ya recibí ambos. No recibí el estante de zapatos.,1.0
110839,5,,,
160930,1,,Daron una fecha límite muy larga para la entrega del producto y no pudieron entregar,0.0
113368,2,,Excelente producto que indico a cualquiera.,0.0
189821,5,excelente,Entrega correcta en el tiempo óptimo.,1.0
193354,5,,,
165215,4,,,
164489,5,,,
173039,1,,No recibí el producto. ¿Y ahora?,0.0
151021,4,,,
158078,2,,,
144665,5,,,
171520,5,,,
193872,5,,,
113966,3,,Llegó arrugado ...,1.0
131445,5,,,
101650,5,,,
192312,4,,,
186678,4,,,
100609,4,,¡Recomiendo!,1.0
172279,5,,,
142963,1,,"Compré una alfombra de goma para TR4 Mitsubishi, la tienda entregó una horrible alfombra de PVC
En el título Ta Rug Rubber Tr4,
Me engañan y ahora qué hacer es que hay gastos para regresar, para",0.0
107088,4,,,
185868,5,me gustó,Gran perfume. Maravillosa fragancia. recomiendo,1.0
128657,5,,,
142581,5,,,
114004,4,,Muy bien y rápido y el producto llegó en buenas condiciones ahora e incluso hizo las pruebas.,1.0
190705,5,Plataforma,El producto superó mi expectativa. El tiempo de entrega se anticipó en 7 días. Ya me instalé y fui espectáculo.,1.0
169772,5,,,
166448,4,,,
192890,4,,,
126710,5,,entrega rápida,1.0
125895,5,,,
135330,4,,,
127838,5,,"Pronóstico de entrega hasta 18/10, recibí el 10/05, excelente.",1.0
187358,5,,,
183315,3,PRODUCTO CON DEFECTO,Solicité la devolución. PRODUCTO CON DEFECTO,1.0
174271,5,Regular,Compre en sí es una buena lástima que el americano no sea de atención al cliente,1.0
125158,5,,,
116703,5,,Exactamente lo que necesitaba,1.0
112391,3,,"Encontré la calidad del producto muy mala, ningún arbusto o tornillo se arregló en la pared.",1.0
165711,5,,"Gracias, llegaste muy rápido",1.0
136244,5,,,
149812,4,,,
156053,4,,El único problema es que el marcado de la fecha es el marcado estadounidense.,1.0
172379,4,Bien,Creo que el producto debería tener una fecha de vencimiento más larga.,1.0
173083,3,,,
174282,3,,,
182682,5,,,
131843,1,,,
171116,5,Entrega antes de la fecha límite.,"Entrega antes de la fecha límite, recomiendo esta tienda.",1.0
184728,5,,,
169864,1,,,
102157,5,,espectáculo,1.0
158256,1,,,
194183,3,,"Buenas noches Las tiendas Lannister son geniales, me encanta el sitio hoy. Haga muy poca compra por abuso de flete, desafortunadamente no paga como antes, pero necesitamos comprar gracias",1.0
132597,1,,,
120068,4,,,
144227,1,,,
158457,1,,,
134343,5,,,
184010,4,,,
182891,5,,,
148494,4,,,
166998,5,,"Excelente producto, hermoso y sofisticado.",1.0
121706,4,,La factura no vino,1.0
173410,5,Super recomendación,"Muchas gracias, porque recibí el producto correcto como se encuentra en el sitio, la entrega fue súper rápida. Estaba muy contento y definitivamente me referiré al amigo.",1.0
116064,5,,Producto de entrega rápida como se anuncia,1.0
164942,5,,,
199135,5,,,
140987,1,,"Mi producto aún no ha sido entregado, he presentado mi queja y hasta ahora no he tenido ningún pronóstico de entrega. Estoy súper insatisfecho y quiero que me devuelvan mi dinero. Fui a denunciar a Procon.",0.0
102604,1,,La cortina no es el modelo que ordené. |,0.0
160117,3,,La impresión está saliendo con pintura débil ...,1.0
156269,5,,,
117710,5,,,
151762,1,,¿Compré rosa con brazos blancos y ofrecí todo negro?,0.0
105545,1,,Necesito un pronóstico.,0.0
121097,5,,Estoy muy satisfecho llegué antes de la fecha límite que recomiendo,1.0
126899,5,,,
146333,4,,El producto llegó antes de la fecha límite y cumplió completamente con mis expectativas.,1.0
177633,5,,,
177956,3,Bom,,1.0
108384,4,,"Entrega a tiempo, producto sin ningún problema",1.0
169944,5,,,
196800,5,muy bien,bien,1.0
102524,5,,Buena calidad y precio.,1.0
154997,5,,,
195122,5,,,
128612,3,,,
177347,3,,,
106831,5,,Siempre entregue antes de la fecha límite.,1.0
174470,5,,,
146912,5,,,
157719,5,,,
177759,5,recomiendo,muy bueno. Super recomiendo. Siempre bien.,1.0
105200,3,,"¡Buenos chicos, el asistente de Lannister estaba muy atento, pero la tienda que debería haberme dado el producto cancelado para comprar? Qué pasó ???",1.0
191337,5,,,
165317,5,,Entregado antes de la fecha límite! ¡Producto perfecto!,1.0
161435,5,,,
168888,5,,"Se lo recomiendo a todos, no tenía ningún problema, productos y excelentes plazos.",1.0
125523,5,,Me gustó haber comprado esta tienda. Servicio perfecto.,1.0
171250,4,,,
196239,5,,,
105460,3,,"Compré una silla, recibí a tiempo, pero la silla se rompió en la parte inferior. Podría ser más cuidadoso en el empaque.",1.0
158816,5,,Siempre compro y siempre recibo el producto correcto dentro o antes de la fecha límite,1.0
155664,5,,,
151027,5,,ENTREGA MUY RAPIDA,1.0
154263,5,,,
101233,5,,,
160209,5,,,
135589,5,,El producto fue entregado mucho antes de la fecha límite.,1.0
127657,4,,,
174890,5,Excelentes productos,No lo he instalado todavía me gustó mucho,1.0
183361,5,,,
174717,5,Excelente lámpara,Buen producto. Entrega rápida. recomiendo,1.0
195526,5,recomendo a todos.otima.,,1.0
102235,5,,Producto recibido a tiempo y en perfectas condiciones.,1.0
188674,5,Llegó antes de la fecha límite,muy bien,1.0
132649,5,,,
116802,5,,,
133872,1,,"¡Recibí otra muñeca, quiero regresar y no puedo contactarla! ¡Nunca volvería a comprar esta tienda!",0.0
127122,3,,"Gran compra
Pero la carga no paga, pesa el presupuesto.
Debería tener envío gratis
",1.0
127252,5,,En,1.0
168853,4,,"El producto llegó como imaginaba, por ahora estoy disfrutando
",1.0
190664,5,,,
167828,5,,,
197723,5,Muy buen americano,Gran entrega rápida gracias,1.0
171669,5,Excelente,,1.0
197962,2,Entrega de paquetes,Creo que debería haber una forma de comunicarse con la empresa si se entrega para no ser entregado,0.0
132815,5,,"Buen producto, buen momento ...",1.0
129538,5,,,
125627,5,,Muy bien. Ya es el segundo objeto que compro y recibí sin ningún problema.,1.0
195656,3,,,
139419,5,,Hermosa y buena calidad. me gustó,1.0
186269,5,,,
189015,5,,,
169433,5,¡Excelente!,El producto llegó antes de la fecha límite.,1.0
109411,4,,,
171352,2,,,
141436,5,,,
105882,4,,,
116127,5,,,
119022,4,,,
114890,1,,"Buenas noches, no me gustó porque nunca podemos hablar contigo por teléfono
",0.0
125764,5,,Compromiso del vendedor del cliente,1.0
171505,4,,,
119071,1,,,
118912,3,,"El producto no cumplió con mis expectativas, porque las ollas son difíciles de abrir y cerrar y la bandeja donde las macetas van con puntos de óxido.",1.0
153551,5,,,
191066,5,,,
154087,4,,,
142132,4,,,
127305,5,,Suministro muy satisfecho súper rápido .. Mostrar ... Felicitaciones ... Dudé y compré un teléfono celular en Casas Bahia tiene casi un mes y no entregó.,1.0
171218,5,,,
168929,4,Recomendo!,,1.0
181947,3,,,
105669,5,,excelente,1.0
112799,5,,Todos cien dentro de la fecha límite,1.0
159759,3,,,
120341,1,,No recibí el juego en color de tabaco. Solo el rojo.,0.0
138669,5,,,
129839,1,,"No fue entregado a mi casa, así que no me gustó, no tengo tiempo para ir a la oficina de correos ...",0.0
107348,4,,,
133421,5,,Compra perfecta.,1.0
144578,5,,,
177372,3,,,
105079,5,,,
148107,5,,,
110785,3,,,
131461,1,,El producto vino malcriado,0.0
138794,4,,,
177404,4,,,
161132,1,,"Mi mercancía no fue entregada, ya pagué la primera factura. Quiero cancelar la compra porque pagué el flete y no recibí los productos.
",0.0
170964,1,Mal estado,"El producto ya ha llegado con defectos no jodidos según mi necesidad de uso. Desafortunadamente, la última compra mi totalmente insatisfecho.",0.0
162719,5,,,
173006,5,,,
181347,3,,Recibí solo 1 caja con 100 unidades y pedí 2 cajas.,1.0
185153,5,,,
173001,5,Ótima ,,1.0
141916,1,,Compré dos colgantes que solo llegó uno. ¿Necesito saber qué pasó?,0.0
176591,4,Bien,"Recomiendo esta entrega de la tienda correcta
",1.0
168585,4,,"¡Todo según y ofrece muy rápido! Qué lástima no revisé el color, porque era negro y necesitaba gris. Otro punto que tuve que lijar poco para trabajar, pero nada.",1.0
147037,5,,,
172024,5,,,
135633,5,,Entrega rápida y correcta,1.0
146237,4,,El producto es fácil de ensamblar y sirve perfectamente el propósito de optimizar el espacio.,1.0
105134,4,,,
197081,4,,,
156110,1,,El producto vino con arrugas y tampoco funciona correctamente.,0.0
159432,4,,Me gusta el producto,1.0
175777,5,,,
158357,5,,,
180247,5,Muy bien,Producto de gran calidad,1.0
158808,3,,,
146408,5,,,
141159,1,,He estado esperando más de veinte días y aún no he recibido mi producto y no puedo obtener ninguna información.,0.0
149085,5,,,
100758,5,,,
110272,1,,Estoy esperando que la compañía devuelva el producto.,0.0
187340,1,Meu produto não chegou,,0.0
130817,5,,,
177712,5,,,
167369,1,,El proveedor no envió el producto correcto. Solicité el sabor de chocolate y me enviaron otro sabor.,0.0
153720,5,,Recomiendo esta tienda.,1.0
145245,5,,,
121101,5,,,
125101,5,,Gran producto.,1.0
188500,5,,,
186408,5,Excelente,Excelente,1.0
103266,4,,,
161762,5,,"Continúe, con esta responsabilidad con el consumidor, tanto en el producto como en el tiempo de entrega. La primera vez que compra y compraré muchos. Gracias.",1.0
135353,5,,"Me gustó. Moderno, hermoso, mi esquina de café será la parte superior",1.0
186639,4,Recomendaría que sí,"Bueno, eso es lo que esperaba.",1.0
115369,4,,"Todo salió como combinado, nada de qué quejarse.",1.0
117255,5,,,
130680,5,,,
116132,5,,,
166897,4,,"Fácil de manejar, hasta el presente cumple con las expectativas.",1.0
184016,5,recomiendo,Hermosa entrega de reloj antes de la fecha límite,1.0
120615,5,,,
114690,4,,,
131730,5,,,
197661,4,Notbuk Cover,Llegó como el más hermoso anunciado.,1.0
188587,5,,,
160519,5,,Conductas del producto con el anuncio,1.0
144257,1,,El producto aún no ha llegado,0.0
111447,4,,"Satisfecho, lo recomiendo",1.0
155293,4,,,
110185,5,,,
117363,5,,"Me encantó, vino rápidamente, todavía lo probaré. ¡Gracias!",1.0
119074,5,,,
111379,5,,,
113219,5,,"Realmente disfruté lo que compré con ustedes, gracias muy pronto, haré otras compras vanda",1.0
179727,4,,,
176832,1,Entrega tardía,Aún no recibí el producto...,0.0
147617,4,,"Recibí, la bolsa es diferente, pero me gustó que estaba programado para el 31 de enero, estaba encontrando mucho tiempo porque es para la escuela y estoy esperando el valle de compra de la primera compra de la bolsa que no funcionó.",1.0
186847,4,,,
123024,5,,"Recibí el producto que quería y antes de la fecha límite acordada, muy bien, lo recomiendo con seguridad.",1.0
107399,5,,,
131108,3,,"En la publicidad se escribe con un mezclador eléctrico y llegó una computadora portátil que tengo tres que se rompieron, así que quería un electricidad, debería especificar mejor los productos.",1.0
176283,5,,,
122933,5,,,
107636,4,,,
147807,5,,Producto entregado antes de la fecha límite acordada. Esta no es la primera vez que estoy comprando el sitio web de Lannister Lojas y recomiendo que una compañía de este tipo sea seriamente trato con los clientes.,1.0
170228,1,Compré 2 productos,¡Compré 2 productos solo enviados 1 y N me dio justificación!,0.0
159895,3,,,
141981,4,,,
150349,4,,,
145963,4,,Gracias muy bien.,1.0
119953,4,,*******************,1.0
131109,5,,Como se esperaba,1.0
144130,5,,,
196763,5,,,
164295,5,,Recibí antes de la fecha límite estimada.,1.0
188411,5,Muy bien,Me imaginé que la muñeca era más grande. Más es genial,1.0
108040,2,,"Tuve un problema con la entrega, porque no había nadie en casa para recibir los productos en el momento en que pasaron.",0.0
178908,4,,,
192782,5,,,
103015,5,,"Atento, llamado para hacer seguimiento. Buena fecha de vencimiento. Tomó mucho tiempo llegar. Ahora es verificar la calidad del producto.",1.0
126720,5,,,
175396,5,,"Muy eficiente entregado muy rápido, recomiendo",1.0
152517,5,,,
129965,3,,Muy hermoso el reloj!,1.0
118946,5,,,
167455,5,,Excelente producto y entrega a tiempo,1.0
130719,4,,"Llegó antes de la fecha de la fecha límite, ¡pero filtró un poco del producto!",1.0
176058,5,,,
122746,5,,,
171049,4,,,
171555,5,,,
109007,5,,,
135784,5,,,
101886,4,,,
119871,5,,,
171955,5,,,
126290,5,,,
169330,4,,,
100580,5,,"Cada vez que compro con ustedes mis artículos llegan en perfectas condiciones ...
",1.0
148596,5,,Producto entregado antes de la fecha límite en excelentes condiciones.,1.0
188393,3,Bien,Muy bien.,1.0
182979,5,,,
124564,5,,Entrega súper rápida. Producto de gran calidad. Recomiendo.,1.0
179617,5,,,
173919,5,Ótimo! ,,1.0
114789,5,,"Hermoso producto, genial",1.0
134808,5,,,
102560,3,,,
191377,1,,,
194647,5,,,
166847,5,,excelente,1.0
121595,3,,"Se espera más, las toallas podrían ser más gruesas.",1.0
157695,4,,Entrega un día antes esperado,1.0
107705,4,,"Se tarda un tiempo en calentarse, incluso a la máxima potencia 5. pero sirve bien. En los rimadores de uso, tiene un olor a medio rubiante que arde, pero pasa ... Recomiendo la practicidad y el costo/beneficio.",1.0
143918,5,,,
159947,5,,"Fue entregado bien lleno.
Entrega rápida como prometida
Completa la imagen.",1.0
133214,5,,,
108058,5,,Todo sucedió de manera eficiente,1.0
129935,5,,El producto llegó antes de la fecha límite y en perfectas condiciones.,1.0
149959,5,,,
186983,5,,,
165170,4,,,
162039,5,,,
162442,2,,"El producto no corresponde a lo que compré, la película es mucho más pequeña que la pantalla del teléfono y no cubre toda la pantalla.",0.0
123782,5,,"Producto como se anunció, y llegó antes de la fecha límite ... perfecta",1.0
180175,4,Producto entregado,Buen producto y entregado antes de lo esperado.,1.0
181788,4,Bien,"Todavía no lo he usado, pero parece ser muy bueno.",1.0
195611,4,,,
161799,1,,El producto fue remitido a la Ciudad del Destino el 31 de marzo y hasta ahora no he recibido.,0.0
159497,4,,,
131197,5,,,
